,id,trade_date,code,open,high,low,close,volume,turn,tradestatus,isST,totals,isHighOfYear,isHighOfHistory,isLowOfyear,isLowOfHistory,incOf250,incOf120,incOf50,rps120,rps250,rps50,fluOf250d,fluOf120d,fluOf80d,fluOf10d,fluOf5d,diffToHigh250,diffToHigh120,diffToHigh80,sps120,sps250,sps80,ma5,ma10,ma20,ma50,ma120,ma250,turn10ma,turn50ma,turnIncToYesterday,turnIncTo50Day,peTTM,curNumPeTTM1Y,curNumPeTTM3Y,curNumPeTTM5Y,curNumPeTTMALL,hk_holding_amount,hh_holding_ratio,diffTohigh250,diffTohigh120,diffTohigh80,turnIncToYesterDay
330,6052292,2012-08-31,600532,8.478,8.656,8.32,8.626,1337873,0.88,1,1,44.51,0,0,0,0,-29.405024961126113,-18.545797922568465,-0.7935595169637819,,,,54.51693031768858,33.06278570762198,20.997807017543852,7.858296792060929,4.788829909993087,76.664,22.768,0.8,,,,8.492,8.3647,8.075500000000002,8.20044,8.314474999999998,9.695988000000003,0.8215,0.92342,,-4.702085724805615,-22.562,93,,,,,,77.34755390679344,24.26385346626478,5.726872246696034,5.515587529976025
331,6052293,2012-09-03,600532,8.587,8.705,8.527,8.656,993460,0.653,1,1,44.665,0,0,0,0,-31.26885818643798,-15.427454811919873,-0.44853364002299834,,,,54.51693031768858,32.56578947368421,20.997807017543852,8.052843193566922,5.2153934520390655,76.051,18.242,0.451,,,,8.549199999999999,8.425900000000002,8.138200000000001,8.19966,8.298358333333331,9.681736,0.841,0.8603399999999999,,-24.099774507752734,-22.64,93,,,,,,76.73290203327171,22.920517560073936,5.360443622920501,-25.795454545454543
332,6052294,2012-09-04,600532,8.656,8.676,8.458,8.478,923929,0.607,1,1,43.746,0,0,0,0,-37.753303964757706,-16.35753749013417,0.23646252069046553,,,,54.51693031768858,32.56578947368421,20.997807017543852,7.363584147041929,5.2153934520390655,79.748,20.488,2.56,,,,8.5236,8.465399999999999,8.187050000000003,8.19532,8.283716666666663,9.665272000000002,0.8559999999999999,0.8192999999999998,,-25.912364213352845,-22.175,93,,,,,,80.44350082566643,25.50129747581978,7.572540693559795,-7.044410413476269
333,6052295,2012-09-05,600532,8.478,8.557,8.31,8.389,876468,0.576,1,1,43.287,0,0,0,0,-36.33120825743777,-16.177058353317346,0.0,,,,54.51693031768858,32.56578947368421,20.997807017543852,5.2153934520390655,5.2153934520390655,81.655,21.767,3.648,,,,8.517599999999998,8.479199999999999,8.227500000000003,8.193940000000003,8.26915833333333,9.644348000000003,0.8412999999999998,0.8060599999999998,,-28.541299655112507,-21.943,94,,,,,,82.35784956490645,26.832757182024096,8.713791870306354,-5.1070840197693625
334,6052296,2012-09-06,600532,8.389,8.577,8.35,8.547,779667,0.513,1,1,44.103,0,0,0,0,-35.32838983050846,-14.34155141310883,-1.4868603042876851,,,,54.51693031768858,32.56578947368421,20.997807017543852,5.2153934520390655,4.537622056289484,78.296,19.516,1.732,,,,8.5392,8.489999999999998,8.272400000000001,8.1971,8.25698333333333,9.625832,0.776,0.7940199999999998,,-35.39205561572755,-22.356,93,,,,,,78.98677898677897,24.488124488124484,6.704106704106688,-10.937499999999991
335,6052297,2012-09-07,600532,8.547,8.725,8.527,8.705,2405281,1.581,1,1,44.918,0,0,0,0,-31.418892302844085,-14.782183064121387,0.4500346180475387,,,,54.51693031768858,32.56578947368421,20.997807017543852,5.432664756446994,4.756446991404002,75.06,17.346,0.0,,,,8.555,8.5235,8.310400000000003,8.19768,8.246374999999999,9.607788000000001,0.8343,0.7948599999999999,,98.90295146315077,-22.769,91,,,,,,75.7380815623205,22.22860425043079,4.767375071797807,208.18713450292398
336,6052298,2012-09-10,600532,8.606,8.784,8.606,8.695,1552760,1.021,1,1,44.866,0,0,0,0,-30.467812874850065,-7.559004890495431,2.802080870182077,,,,54.51693031768858,28.656657054787715,20.997807017543852,6.067850637522782,5.39617486338798,75.262,12.49,0.115,,,,8.5628,8.556000000000001,8.350350000000002,8.19826,8.233708333333333,9.591796,0.8460999999999999,0.79974,,27.666491609773164,-22.743,91,,,,,,75.9401955146636,15.664174813110984,4.887866589994237,-35.420619860847566
337,6052299,2012-09-11,600532,8.636,8.804,8.606,8.794,1879215,1.236,1,1,45.377,0,0,0,0,-28.37595699625346,-7.48027354024198,5.317365269461089,,,,54.51693031768858,27.157360406091367,20.997807017543852,6.281235801908233,5.611085870059061,73.289,11.224,0.0,,,,8.626,8.5748,8.3908,8.20498,8.228608333333334,9.576951999999999,0.8652999999999998,0.7969999999999999,,55.08155583437894,-23.001,90,,,,,,73.95951785308164,12.008187400500331,3.707073004321113,21.057786483839383
338,6052300,2012-09-12,600532,8.794,9.179,8.794,8.991,1946069,1.279,1,1,46.394,0,0,0,0,-28.608861362553593,-8.07688375421737,7.805755395683452,,,,54.51693031768858,27.157360406091367,21.505610632966558,10.110033772742137,9.031484911210379,69.492,8.787,0.0,,,,8.7464,8.632,8.44505,8.217799999999999,8.224324999999999,9.563804,0.9179999999999999,0.8051399999999999,,58.85436073229502,-23.517,87,,,,,,70.14792570348126,9.553998442887332,2.0909798687576533,3.4789644012944922
339,6052301,2012-09-13,600532,9.041,9.228,8.982,9.199,2379200,1.564,1,1,47.467,0,0,0,0,-30.07753116448769,-1.5833957419492852,10.03588516746412,,,,54.51693031768858,25.816790736145585,21.922410056350238,9.947984395318588,7.596445600346777,65.659,1.815,0.0,,,,8.8768,8.708,8.5107,8.23498,8.219475,9.550224,0.991,0.81948,,90.85273588129058,-24.059,85,,,,,,66.30068485704969,5.141863246005009,0.3152516577888892,22.28303362001565
340,6052302,2012-09-21,600532,9.08,9.08,8.735,8.735,3876352,2.549,1,1,45.073,0,0,0,0,-33.90587167070218,-5.239748318507274,3.6303238818365067,,,,54.51693031768858,24.114225277630887,21.922410056350238,9.947984395318588,6.740355439965322,74.459,7.224,5.312,,,,8.8828,8.7189,8.5418,8.24248,8.214374999999999,9.53254,1.1579,0.8510599999999999,,199.5088477898151,-22.846,90,,,,,,75.1345163136806,8.242701774470529,5.6439610761305135,62.979539641943724
341,6052303,2012-09-24,600532,8.498,8.735,8.3,8.656,2384604,1.568,1,1,44.665,0,0,0,0,-34.8438088069251,-7.580610719624163,2.2201228153046837,,,,54.51693031768858,23.7999150382328,21.922410056350238,10.056350238404844,10.056350238404844,76.051,8.202,6.273,,,,8.875,8.718900000000001,8.572400000000002,8.24702,8.209691666666664,9.514299999999999,1.2493999999999998,0.8643199999999999,,81.41429100333212,-22.64,91,,,,,,76.73290203327171,8.780036968576708,6.608133086876146,-38.485680659081986
342,6052304,2012-09-25,600532,8.409,8.774,8.34,8.429,953096,0.627,1,1,43.494,0,0,0,0,-37.889617566870534,-8.070672919620463,-0.5779665015333746,,,,54.51693031768858,22.74146656616777,21.922410056350238,10.056350238404844,10.056350238404844,80.793,9.135,9.135,,,,8.802,8.714,8.5897,8.24624,8.201883333333331,9.494875999999998,1.2513999999999998,0.8629799999999999,,-27.344782034346093,-22.046,93,,,,,,81.49246648475501,10.179143433384748,9.479179024795343,-60.01275510204081
343,6052305,2012-09-26,600532,8.458,8.458,8.004,8.014,1293800,0.851,1,1,41.352,0,0,0,0,-40.25199433385522,-8.463735008566548,-3.3409721384634063,,,,54.51693031768858,22.247507585609018,21.922410056350238,13.26397919375813,13.26397919375813,90.155,14.787,14.787,,,,8.6066,8.6765,8.57785,8.23696,8.192258333333331,9.472648,1.2789000000000001,0.8705999999999999,,-2.251320928095561,-20.962,97,,,,,,90.89094085350638,15.148490142251067,15.148490142251067,35.72567783094098
344,6052306,2012-09-27,600532,8.034,8.222,7.649,8.044,1208028,0.794,1,1,41.507,0,0,0,0,-40.11762078463485,-6.638811513463315,-3.084337349397593,,,,54.51693031768858,22.247507585609018,21.922410056350238,17.11096662332033,15.759911894273129,89.446,14.359,14.359,,,,8.3756,8.626199999999999,8.558100000000001,8.23202,8.18633333333333,9.451171999999998,1.307,0.8699999999999999,,-8.735632183908029,-21.039,96,,,,,,90.1790154152163,14.719045251118837,14.719045251118837,-6.698002350176256
345,6052307,2012-09-28,600532,8.044,8.222,7.896,8.143,691122,0.454,1,1,42.018,0,0,0,0,-40.4751461988304,2.4921334172435543,3.2589398934821276,,,,54.51693031768858,22.247507585609018,21.922410056350238,17.11096662332033,12.821974014132657,87.142,12.968,12.968,,,,8.257200000000001,8.57,8.546750000000001,8.228879999999998,8.182391666666664,9.430012,1.1943000000000001,0.8681399999999997,,-47.70428732692882,-21.297,95,,,,,,87.86687952842931,13.324327643374664,13.324327643374664,-42.821158690176325
346,6052308,2012-10-08,600532,8.162,8.34,8.103,8.251,583272,0.383,1,1,42.575,0,0,0,0,-37.79871843196382,9.284768211920525,0.12134449702705724,,,,54.51693031768858,22.247507585609018,21.922410056350238,17.11096662332033,12.821974014132657,84.693,11.49,11.49,,,,8.176199999999998,8.5256,8.5408,8.23618,8.184941666666663,9.408296,1.1305,0.8498799999999999,,-54.93481432672848,-21.581,94,,,,,,85.40782935401771,11.840988971033818,11.840988971033818,-15.638766519823792
347,6052309,2012-10-09,600532,8.241,8.34,8.143,8.33,874750,0.575,1,1,42.983,0,0,0,0,-37.203166226912934,12.689393939393934,0.5917159763313546,,,,54.51693031768858,22.247507585609018,21.922410056350238,17.11096662332033,9.564908961929536,82.941,10.432,10.432,,,,8.1564,8.4792,8.527000000000003,8.23796,8.191441666666664,9.388556000000001,1.0643999999999998,0.83636,,-31.249701085656902,-21.788,93,,,,,,83.64945978391356,10.780312124849937,10.780312124849937,50.13054830287204
348,6052310,2012-10-10,600532,8.35,8.518,8.34,8.458,1086384,0.714,1,1,43.643,0,0,0,0,-38.348276113419345,9.872694206287344,2.260911618909435,,,,54.51693031768858,21.922410056350238,21.922410056350238,17.11096662332033,10.20192533458559,80.173,8.761,8.761,,,,8.2452,8.4259,8.528950000000002,8.2415,8.200324999999998,9.369328,1.0078999999999998,0.8355,,-14.542190305206471,-22.123,90,,,,,,80.87018207614094,9.10380704658311,9.10380704658311,24.173913043478265
349,6052311,2012-10-11,600532,8.508,8.705,8.449,8.547,1803261,1.186,1,1,44.103,0,0,0,0,-38.319982680233814,12.312746386333774,3.0876854420455944,,,,54.51693031768858,21.922410056350238,21.922410056350238,15.759911894273129,9.293509477311892,78.296,7.628,7.628,,,,8.3458,8.3607,8.53435,8.24702,8.207399999999996,9.34864,0.9700999999999999,0.84396,,40.527987108393745,-22.356,89,,,,,,78.98677898677897,7.967707967707957,7.967707967707957,66.1064425770308
350,6052312,2012-10-12,600532,8.488,8.626,8.439,8.547,1117110,0.734,1,1,44.103,0,0,0,0,-40.23494860499265,10.597826086956532,3.2121724429416734,,,,54.51693031768858,21.922410056350238,21.922410056350238,12.821974014132657,6.915565766800692,78.296,7.628,7.628,,,,8.426599999999999,8.341899999999999,8.5304,8.252140000000002,8.215208333333331,9.327399999999997,0.7886000000000001,0.8493200000000002,,-13.577921160457798,-22.356,89,,,,,,78.98677898677897,7.967707967707957,7.967707967707957,-38.11129848229342
351,6052313,2012-10-15,600532,8.547,8.616,8.33,8.439,773922,0.509,1,1,43.545,0,0,0,0,-42.9218802840717,7.957016758347191,-0.8110014104372245,,,,54.51693031768858,21.922410056350238,21.922410056350238,12.821974014132657,6.4560597357840255,80.578,9.006,9.006,,,,8.464200000000002,8.3202,8.519549999999999,8.2553,8.221133333333333,9.303951999999995,0.6827,0.84712,,-39.91406176220606,-22.072,91,,,,,,81.27740253584548,9.34944898684678,9.34944898684678,-30.65395095367847
352,6052314,2012-10-16,600532,8.409,8.527,8.32,8.458,864640,0.568,1,1,43.643,0,0,0,0,-44.49767045081698,6.189579409918397,-0.7043907020427388,,,,54.51693031768858,21.922410056350238,21.922410056350238,12.130959218839747,4.422745548535322,80.173,8.761,8.761,,,,8.489799999999999,8.3231,8.51855,8.254300000000002,8.226474999999999,9.278643999999996,0.6768000000000001,0.83378,,-31.87651418839502,-22.123,90,,,,,,80.87018207614094,9.10380704658311,9.10380704658311,11.591355599214134
353,6052315,2012-10-17,600532,8.458,8.508,8.399,8.468,450715,0.296,1,1,43.695,0,0,0,0,-41.55566291669543,2.2581813790604923,-0.235626767200749,,,,54.51693031768858,21.922410056350238,21.922410056350238,12.130959218839747,4.422745548535322,73.902,8.632,8.632,,,,8.491800000000001,8.3685,8.522499999999999,8.253300000000003,8.230666666666666,9.251559999999996,0.6213,0.8230200000000001,,-64.03489587130325,-22.149,89,,,,,,80.65658951346245,8.974964572508263,8.974964572508263,-47.88732394366197
354,6052316,2012-10-18,600532,8.468,8.577,8.458,8.557,1093093,0.719,1,1,44.154,0,0,0,0,-41.891891891891895,1.5185668525329235,-0.9147753589624694,,,,53.77051358713707,21.922410056350238,21.922410056350238,9.293509477311892,3.547414792487818,72.093,7.503,7.503,,,,8.493800000000002,8.4198,8.522999999999998,8.254680000000004,8.232966666666664,9.227831999999996,0.6138,0.82268,,-12.602713084066707,-22.381,88,,,,,,75.89108332359471,7.8415332476335085,7.8415332476335085,142.90540540540542
355,6052317,2012-10-19,600532,8.527,8.755,8.527,8.725,984452,0.647,1,1,45.021,0,0,0,0,-36.90338443737345,4.993983152827908,6.376493538161421,,,,52.78230184581976,21.922410056350238,21.922410056350238,7.447173043974882,4.968589377498577,65.605,5.433,5.433,,,,8.529399999999999,8.477999999999998,8.523999999999997,8.256460000000002,8.235433333333331,9.203827999999996,0.6331,0.81686,,-20.794260950468868,-22.82,85,,,,,,68.89398280802294,5.765042979942695,5.765042979942695,-10.01390820584144
356,6052318,2012-10-22,600532,8.685,8.952,8.656,8.853,902049,0.593,1,1,45.681,0,0,0,0,-37.23057288712422,5.7706093189964225,13.68948247078464,,,,52.78230184581976,21.922410056350238,21.922410056350238,9.037086684539759,7.059874888293114,63.21,3.908,3.908,,,,8.612200000000001,8.5382,8.531899999999998,8.269480000000003,8.239958333333332,9.183927999999996,0.6541,0.8236000000000001,,-27.999028654686754,-23.156,83,,,,,,66.4520501524907,4.235852253473399,4.235852253473399,-8.346213292117472
357,6052319,2012-10-23,600532,8.893,8.942,8.636,8.656,1328882,0.874,1,1,44.665,0,0,0,0,-40.09273998200567,2.8150611711604716,16.941367198054586,,,,52.78230184581976,21.922410056350238,21.922410056350238,7.059874888293114,6.177390527256488,66.925,6.273,6.273,,,,8.6518,8.5708,8.524999999999999,8.286860000000004,8.242341666666665,9.162135999999997,0.6839999999999999,0.83788,,4.310879839595174,-22.64,87,,,,,,70.24029574861368,6.608133086876146,6.608133086876146,47.38617200674537
358,6052320,2012-10-24,600532,8.587,8.784,8.508,8.755,819905,0.539,1,1,45.176,0,0,0,0,-37.4419435512683,3.8675999525447917,19.865826944140203,,,,52.78230184581976,21.922410056350238,21.922410056350238,7.059874888293114,5.5183199285075935,62.227,5.071,5.071,,,,8.7092,8.6005,8.513200000000001,8.313920000000003,8.245141666666665,9.139359999999998,0.6664999999999999,0.8017000000000003,,-32.76786827990522,-22.898,84,,,,,,68.31524842946887,5.402627070245561,5.402627070245561,-38.329519450800916
359,6052321,2012-10-25,600532,8.853,8.853,8.527,8.547,1015388,0.668,1,1,44.103,0,0,0,0,-35.80441640378548,6.784107946027,16.08040201005025,,,,52.04355917017024,21.922410056350238,21.922410056350238,7.059874888293114,4.959785522788214,66.175,7.628,7.628,,,,8.7072,8.6005,8.480599999999999,8.338780000000005,8.246124999999997,9.117567999999995,0.6146999999999999,0.8023800000000003,,-16.74767566489696,-22.356,88,,,,,,69.75546975546975,7.967707967707957,7.967707967707957,23.93320964749536
360,6052322,2012-10-26,600532,8.488,8.537,8.192,8.379,748271,0.492,1,1,43.236,0,0,0,0,-41.00542138984722,8.423913043478258,13.19913536881923,,,,52.04355917017024,21.922410056350238,21.922410056350238,8.48972296693476,8.48972296693476,69.507,9.786,9.786,,,,8.638000000000002,8.5837,8.4628,8.359100000000005,8.249249999999996,9.097827999999996,0.5904999999999999,0.8010600000000001,,-38.5813796719347,-21.917,92,,,,,,73.1590881966822,10.13247404224848,10.13247404224848,-26.347305389221564
361,6052323,2012-10-29,600532,8.379,8.518,8.33,8.458,579999,0.381,1,1,43.643,0,0,0,0,-37.310999110584056,4.768983029852592,12.758298893480866,,,,51.178781925343806,21.922410056350238,21.922410056350238,8.48972296693476,8.38738537239991,59.518,8.761,8.761,,,,8.559000000000001,8.585600000000001,8.452899999999998,8.380220000000007,8.255333333333331,9.074847999999996,0.5777,0.7924800000000001,,-51.92307692307693,-34.56,15,,,,,,68.50319224402932,9.10380704658311,9.10380704658311,-22.560975609756095
362,6052324,2012-10-30,600532,8.518,8.518,8.37,8.488,498903,0.328,1,1,43.798,0,0,0,0,-30.082372322899513,6.566227244193342,11.978891820580467,,,,47.699939867708956,21.922410056350238,21.922410056350238,8.48972296693476,7.46639557212244,50.471,8.377,8.377,,,,8.5254,8.588600000000001,8.45585,8.399960000000007,8.258791666666665,9.054831999999994,0.5537000000000001,0.7807600000000001,,-57.989651109175675,-34.681,14,,,,,,56.738925541941576,8.718190386427901,8.718190386427901,-13.910761154855642
363,6052325,2012-10-31,600532,8.508,8.784,8.439,8.685,1186170,0.78,1,1,44.815,0,0,0,0,-27.871439249231788,5.005440696409137,13.544254150869401,,,,47.699939867708956,21.922410056350238,21.922410056350238,8.48972296693476,7.46639557212244,47.058,5.918,5.918,,,,8.5114,8.6103,8.4894,8.422060000000005,8.264791666666664,9.041011999999995,0.6021000000000001,0.7845,,-0.573613766730395,-35.488,12,,,,,,53.18364997121473,6.252158894645933,6.252158894645933,137.80487804878047
364,6052326,2012-11-01,600532,8.833,9.031,8.685,8.725,3349571,2.202,1,1,45.021,0,0,0,0,-26.822108529732454,0.4605641911341295,9.817495280050338,,,,47.699939867708956,21.922410056350238,21.922410056350238,9.290222566714654,9.290222566714654,46.384,5.433,5.433,,,,8.547,8.627099999999999,8.52345,8.443580000000006,8.268574999999997,9.027747999999995,0.7504000000000001,0.81694,,169.54243885719882,-35.649,12,,,,,,52.48137535816619,5.765042979942695,5.765042979942695,182.3076923076923
365,6052327,2012-11-02,600532,8.616,8.853,8.597,8.843,1534311,1.009,1,1,45.63,0,0,0,0,-25.520087593699987,2.86146330115157,11.99341438703141,,,,47.699939867708956,21.922410056350238,21.922410056350238,9.290222566714654,7.762152585538705,44.431,4.026,4.026,,,,8.6398,8.6389,8.558449999999999,8.461540000000008,8.269891666666664,9.015427999999995,0.7866,0.81754,,23.41903760060668,-36.133,11,,,,,,50.44668099061405,4.353726111048284,4.353726111048284,-54.1780199818347
366,6052328,2012-11-05,600532,8.991,8.991,8.853,8.863,1731406,1.138,1,1,45.733,0,0,0,0,-27.637165251469625,2.7475075353582206,10.995616781465237,,,,47.699939867708956,21.922410056350238,21.922410056350238,9.290222566714654,7.3192337504152505,44.105,3.791,3.791,,,,8.7208,8.6399,8.589049999999999,8.480880000000008,8.27210833333333,9.003387999999994,0.8411,0.8244800000000001,,38.02639239278088,-36.214,11,,,,,,50.107187182669534,4.11824438677649,4.11824438677649,12.784935579781964
367,6052329,2012-11-06,600532,8.833,8.952,8.636,8.893,1513460,0.995,1,1,45.888,0,0,0,0,-28.148986022461013,3.5635262606265394,12.484189223374665,,,,47.699939867708956,21.922410056350238,21.922410056350238,9.290222566714654,6.555198759827268,43.619,3.441,3.441,,,,8.8018,8.663599999999999,8.617199999999999,8.499040000000006,8.27433333333333,8.989967999999994,0.8531999999999998,0.83458,,19.221644419947758,-36.335,11,,,,,,49.60080962554817,3.7670077589114928,3.7670077589114928,-12.565905096660801
368,6052330,2012-11-07,600532,8.873,8.972,8.745,8.833,948717,0.624,1,1,45.578,0,0,0,0,-27.240527182866558,5.784431137724558,12.008622875982756,,,,47.699939867708956,21.922410056350238,21.922410056350238,9.290222566714654,4.805669361089591,44.594,4.144,4.144,,,,8.831399999999999,8.6714,8.63595,8.517580000000008,8.27638333333333,8.975791999999991,0.8616999999999999,0.8407399999999999,,-25.7796702904584,-36.093,13,,,,,,50.61700441526096,4.471866862900482,4.471866862900482,-37.28643216080402
369,6052331,2012-11-08,600532,8.824,8.824,8.399,8.567,1527408,1.004,1,1,44.206,0,0,0,0,-28.91046386192017,1.6372048878870553,5.595957105879461,,,,47.699939867708956,21.922410056350238,21.922410056350238,9.290222566714654,6.584362139917702,49.084,7.377,7.377,,,,8.799800000000001,8.6734,8.63695,8.531200000000007,8.278191666666663,8.961499999999992,0.8953,0.85586,,17.30890566214101,-35.004,15,,,,,,55.29356834364422,7.7156530874285,7.7156530874285,60.897435897435905
370,6052332,2012-11-09,600532,8.488,8.587,8.429,8.458,1943046,1.277,1,1,43.643,0,0,0,0,-24.562968248305385,0.7024645791165741,5.146693187468917,,,,47.699939867708956,21.922410056350238,21.922410056350238,7.762152585538705,6.584362139917702,51.005,8.761,8.761,,,,8.7228,8.681299999999998,8.6325,8.538100000000007,8.278433333333329,8.947127999999992,0.9737999999999998,0.8664599999999999,,47.38129861736261,-34.56,18,,,,,,57.29486876330102,9.10380704658311,9.10380704658311,27.19123505976095
371,6052333,2012-11-12,600532,8.488,8.676,8.291,8.449,1720131,1.131,1,1,43.597,0,0,0,0,-22.945736434108525,4.270023448105642,4.528021774093773,,,,47.699939867708956,21.922410056350238,21.922410056350238,8.193998449784079,7.590280873829683,51.166,8.877,8.877,,,,8.639999999999999,8.680399999999999,8.633000000000001,8.546200000000006,8.278849999999995,8.936075999999991,1.0488,0.8799199999999999,,28.534412219292676,-34.52,18,,,,,,57.46242158835366,9.220026038584447,9.220026038584447,-11.433046202036016
372,6052334,2012-11-13,600532,8.37,8.439,8.044,8.162,1661784,1.093,1,1,42.116,0,0,0,0,-26.295828065739563,0.7281253856596452,-1.0786571324687753,,,,47.699939867708956,21.922410056350238,21.922410056350238,10.929022256671466,10.343290236290672,56.481,12.705,12.705,,,,8.493799999999998,8.6478,8.618200000000002,8.547780000000005,8.279341666666662,8.924863999999992,1.1252999999999997,0.8926399999999998,,22.44577881340745,-33.35,23,,,,,,62.999264886057325,13.060524381279084,13.060524381279084,-3.3598585322723284
373,6052335,2012-11-14,600532,8.143,8.3,8.123,8.231,895805,0.589,1,1,42.472,0,0,0,0,-21.69156122157739,1.7051773137279118,-2.4647470079393314,,,,47.699939867708956,21.922410056350238,21.922410056350238,10.929022256671466,8.839528558476873,55.169,11.76,11.76,,,,8.3734,8.6024,8.606350000000003,8.547380000000002,8.280408333333328,8.913491999999994,1.1061999999999999,0.8899599999999999,,-33.817250213492734,-33.633,20,,,,,,61.632851415380884,12.112744502490584,12.112744502490584,-46.111619396157366
374,6052336,2012-11-15,600532,8.162,8.231,7.955,8.133,824698,0.542,1,1,41.966,0,0,0,0,-23.912433342688754,0.49425429383416714,-2.8315412186379945,,,,47.699939867708956,21.922410056350238,21.922410056350238,11.522633744855963,8.31028123559244,57.039,13.107,13.107,,,,8.286600000000002,8.543199999999999,8.58515,8.541260000000003,8.280741666666662,8.903979999999994,0.9402000000000001,0.8774799999999999,,-38.23221042075032,-33.229,24,,,,,,63.580474609615166,13.463666543710817,13.463666543710817,-7.97962648556875
375,6052337,2012-11-16,600532,8.113,8.172,7.955,8.152,674479,0.443,1,1,42.064,0,0,0,0,-25.722095671981783,2.605412208936425,-2.6045400238948626,,,,47.699939867708956,21.922410056350238,21.922410056350238,11.522633744855963,8.31028123559244,56.673,12.843,12.843,,,,8.225399999999999,8.474099999999998,8.5565,8.536900000000003,8.28123333333333,8.893831999999994,0.8836,0.86638,,-48.86770239386875,-33.31,24,,,,,,63.1992149165849,13.199214916584895,13.199214916584895,-18.265682656826574
376,6052338,2012-11-19,600532,8.123,8.231,8.044,8.212,564483,0.371,1,1,42.374,0,0,0,0,-25.911223385059547,2.7141963727329537,-4.578201254938417,,,,47.699939867708956,21.922410056350238,21.922410056350238,11.335265269728037,5.735276691551131,55.528,12.019,12.019,,,,8.178,8.409,8.52445,8.533740000000002,8.28345833333333,8.882779999999993,0.8069000000000001,0.85574,,-56.645710145604966,-33.552,22,,,,,,62.006819288845605,12.372138334145154,12.372138334145154,-16.252821670428897
377,6052339,2012-11-20,600532,8.212,8.241,8.113,8.172,451811,0.297,1,1,42.168,0,0,0,0,-25.4719562243502,1.5912481352560928,-2.9338401235301093,,,,47.699939867708956,21.922410056350238,21.922410056350238,11.335265269728037,4.156626506024104,56.29,12.567,12.567,,,,8.179999999999998,8.3369,8.500249999999998,8.525060000000003,8.284933333333331,8.871131999999994,0.7371,0.8408,,-64.67649857278784,-33.391,24,,,,,,62.79980420949583,12.922173274596172,12.922173274596172,-19.946091644204856
378,6052340,2012-11-21,600532,8.271,8.488,8.271,8.419,1088694,0.716,1,1,43.442,0,0,0,0,-24.648706703660604,6.354219302678121,-0.23699490460954584,,,,47.699939867708956,21.922410056350238,21.922410056350238,9.848141432456933,6.279453345900087,51.704,9.265,9.265,,,,8.2176,8.2955,8.483450000000001,8.525060000000003,8.28805833333333,8.860947999999993,0.7463,0.8400799999999998,,-14.770021902675923,-34.399,18,,,,,,58.02351823256918,9.609217246703874,9.609217246703874,141.07744107744108
379,6052341,2012-11-22,600532,8.488,8.794,8.419,8.784,3267554,2.148,1,1,45.325,0,0,0,0,-22.13456253878202,11.246200607902745,1.8316716902388275,,,,47.699939867708956,21.922410056350238,21.922410056350238,9.540595860814195,9.540595860814195,45.401,4.724,4.724,,,,8.3478,8.317200000000001,8.495299999999999,8.531960000000002,8.295291666666664,8.851391999999993,0.8606999999999999,0.8663600000000001,,147.93388429752065,-35.891,13,,,,,,51.457194899817836,5.054644808743158,5.054644808743158,200.00000000000006
380,6052342,2012-11-23,600532,8.784,8.784,8.597,8.715,1897708,1.248,1,1,44.969,0,0,0,0,-26.231589639410867,14.085613300170174,0.6816081330868677,,,,47.699939867708956,21.922410056350238,21.922410056350238,9.540595860814195,8.528542187855354,46.552,5.554,5.554,,,,8.460400000000002,8.3429,8.5121,8.533740000000002,8.302116666666665,8.841127999999996,0.8577999999999999,0.8737199999999998,,42.83752231836289,-35.609,14,,,,,,52.656339644291464,5.886402753872632,5.886402753872632,-41.899441340782126
381,6052343,2012-11-26,600532,8.764,8.873,8.557,8.597,1878721,1.235,1,1,44.361,0,0,0,0,-27.107003561132785,9.293160437325195,1.40363293229535,,,,47.699939867708956,21.922410056350238,21.922410056350238,10.34599346331567,8.56531049250535,48.563,7.002,7.002,,,,8.537400000000002,8.3577,8.51905,8.53256,8.310099999999998,8.828259999999997,0.8682000000000001,0.88536,,39.491280383120994,-35.125,14,,,,,,54.75165755496104,7.339769687100155,7.339769687100155,-1.0416666666666585
382,6052344,2012-11-27,600532,8.577,8.764,8.409,8.715,1613306,1.061,1,1,44.969,0,0,0,0,-25.423583775457814,9.691629955947132,3.886041244486834,,,,47.699939867708956,21.922410056350238,21.922410056350238,10.34599346331567,6.784627521695014,46.552,5.554,5.554,,,,8.646,8.412999999999998,8.5304,8.537299999999998,8.317174999999999,8.815943999999998,0.865,0.89444,,18.62170743705558,-35.609,13,,,,,,52.656339644291464,5.886402753872632,5.886402753872632,-14.08906882591094
383,6052345,2012-11-28,600532,8.636,8.833,8.281,8.3,1964042,1.291,1,1,42.828,0,0,0,0,-29.451763705907354,5.517416730231389,-2.8899028899028885,,,,47.699939867708956,21.922410056350238,21.922410056350238,10.34599346331567,6.671926067846262,53.88,10.831,10.831,,,,8.622200000000001,8.419899999999998,8.51115,8.535519999999998,8.32013333333333,8.802399999999999,0.9352,0.9087400000000001,,42.06483702709243,-33.915,19,,,,,,60.28915662650601,11.180722891566253,11.180722891566253,21.677662582469367
